original,result,corrected
01011111001101101010101100100011100100011001010110111001101100011111001,fail,01011011011001101010101100100011100100011001010110111001101100011111001
00011111001101111010101100101,ok,
110111100011011010101011001100111001100110010101110010,ok,
01001110001101101010101100110011100110011001010111001001100101011100100,ok,
0000111100110110101010110011001110011001100101011100100110100100110111001100111,fail,0000111100110110101010110011001110011001100101011100100110100100110111001100111
000011110011011010101011001100111001100110100101100011011010010111001010110111001110100,ok,
1000111100110110101010110011001010011001101001011000110110100100110010101101110011101000110110001111001,ok,
0101111100110111101010110011101010000101110010,ok,
10011111001101101010101100111011100111011001010111001101110100,ok,
0100111000110110101010110011101110011101100101011100110111010001110010101100100,fail,0100111000110110101010110011101110011101100101011100110111010001110010101100100
010111100011011110101011001110111001110110010101110011011101000011010010110111001100111,ok,
010011110011011110101011001110111001110110010101110011011101000111010010110111101101110,fail,010011110011011110101011001110111001110110010101110011011101000111010010110111101101110
11001110001101101010101100111011100111011001010111001101110100001101001011011110110111001110011,ok,
00011111001101101010101100111011100111011001010111001101110100011110011,ok,
01001110001101111010101101001010100011011010010110010001100101,fail,01001110001101111010101101001010100011011010010110010001100101
10011110001101101010101101001011110100,ok,
10001111001101111010101101001011110100011000010110001001101100001100101,fail,10001111001101111010101101001011110100011000010110001001101100001100101
0101111000110110101010110100101111010001100101,ok,
110011100011011110101011010010101101000110010101100100,ok,
010111100011011110101011010010101101000110010101110011,fail,010101100011011110101011010010111101100110010101110011
1001111100110110101010110100101011010001110011,ok,
11011111001101101010101101100011101100011010010111011001100001011101110,ok,
01011110001101101010101101101,ok,
0001111100110111101010110110101110110101100001011100100110100101110010101110011,fail,0001111100110111101010110110101110110101100001011100100110100101110010101110011
01011111001101101010101101101010101101011000010111001001111001,ok,
000111110011011110101011011010101011010110010101110010,ok,
010011110011011110101011011010101011010110100101110100,ok,
11011110001101101010101101110,ok,
000111100011011010101011011100101001000110000101111001,fail,0001111000110110101010110111011010011001100001011110010
010111100011011010101011011100101001110110110001100001011100110011100110110010101110011,ok,
1001111000110111101010110111001110111001111001,ok,
10001111001101101010101101110010110010011010010111001101100101,ok,
000111110011011110101011011100101100110110010101110100,fail,000111110011011110101011011100101100110110010101110100
00011111001101101010101101110010110011011010000110100101101110001100101,fail,00011111001101101010101101110010110011011010000110100101101110001100101
1000111100110111101010111000001110010101110010,fail,1000111100110111101010111000001110010101110010
100111110011011010101011100000101001010111001001100010,ok,
00001110001101101010101110000011100101011100100110100101101110011110100011001010110111001100100011001010110111001110100,fail,00001110001101101010101110000011100101011100100110100101101110011110100011001010110111001100100011001010110111001110100
01011111001101111010101110000011100101011100100110100101101111001110010,fail,01011111001101111000101110000011100101011100000110100101101110001110010
10001110001101111010101110000010100101011100100111011001101001001110011011010010110111101101110,ok,
110011110011011010101011100000101001010111001001110110011010010111100110110111101110010,fail,110011110011011010101011100000101001010111001001110110011010010111100110110111101110010
01001110001101111010101110000010100101011100100111011001101001001110011011011110111001001110011,ok,
010011110011011010101011100000111100000110110001100101011011010111001010110111001110100,ok,
0001111000110111101010111000001111000001101100011001010110110100110010101101110011101000110000101101100,fail,0001111000110111101010111000001111000001101100011001010110110100110010101101110011101000110000101101100
11001110001101111010101110000011110000011011000110010101101101001100101011011100111010001110011,fail,11001110001101111010101110000011110000011011000110010101101101001100101011011100111010001110011
00001111001101111010101110000010110000011011000110100101100101011100100,fail,00001111001101111010101110000010110000011011000110100101100101011100100
00001111001101111010101110000010110000011011000110100101100101001110010,ok,
1000111000110111101010111000001011000001101100011010010110010101111001001110011,ok,
11011111001101111010101110000010110000011011000110100101100101011110011,fail,11011111001101111010101100000010010000011011000110100100100101011110011
110111110011011010101011100000111100000110110001111001,fail,110111110011011010101011100000111100000110110001111001
11001111001101111010101110000010110000011011110111001001110100,ok,
0001111000110111101010111000001011000001101111011100100111010001110010101100100,fail,0001111000110111101010111000001011000001101111011100100111010001110010101100100
100111110011011010101011100000101100000110111101110010011101000111001010111001001110011,fail,100111110011011010101011100000101100000110111101110010011101000111001010111001001110011
000011100011011010101011100000101100000110111101110010011101000011010010110111001100111,fail,0000111000110110101010111000011010000001101111011100100111010000110100101101010011001110
01001111001101111010101110000010110000011011110111001001110100011110011,ok,
10001111001101101010101110000011110000011011110111001101100101,ok,
11011111001101101010101110000011110000011011110111001101100101011100100,ok,
01001111001101101010101110000010110010011001010110110101100101,fail,01001111001101101010101110000010110010011001010110110101100101
11011111001101111010101110010,ok,
11001110001101101010101110010011100101,ok,
110011100011011110101011100100101001010110110001111001,ok,
00001110001101101010101110010011100110,ok,
01011111001101101010101110010010100110011000010110001101100101,fail,01011111001101101010101110010110100100011000010110001101101101
11011111001101101010101110010010100110011000010110001101100101011110011,fail,11011111001101101010101110010010100111111000010000001101100101011110011
10001111001101101010101110010011100110011010010110111001100111,fail,10001111001101101010101110010011100110011010010110111001100111
1001111000110110101010111001001010011101100101,ok,
11001111001101111010101110010011100111011001010110111101101110,fail,11001111001101111010101110010011100111011001010110111101101110
01001111001101111010101110010011100111011001010110111101101110011110011,ok,
10011111001101111010101110010011100111011001010111001001111001,ok,
10011111001101111010101110010011100111011010010110001101100001001101100,ok,
11011111001101111010101110010010101110011000010110110101100101,ok,
00011111001101101010101110010010110000011011000111010101110011,fail,00011111001101101010101110010010110000011011000111010101110011
00001111001101111010101110010011110000011100100110100101110011001100101,fail,00001111001101111010101110010011110000011100100110100101110011001100101
